para_id,program_id,name,section,start_line,end_line,complexity_score,has_perform,has_goto,has_call,has_stop_run,is_entry_point,is_terminal,is_dead_code,pseudocode_preview
INQHIST::P150-DB2-CONNECT,INQHIST,P150-DB2-CONNECT,,95,100,0,False,False,False,False,False,False,False,-- Paragraph P150-DB2-CONNECT: Core business logic SET db2-request-type. = c
INQHIST::P150-EXIT,INQHIST,P150-EXIT,,126,128,0,False,False,False,False,False,False,True,-- Paragraph P150-EXIT: Core business logic -- [paragraph logic]
INQHIST::P200-EXIT,INQHIST,P200-EXIT,,161,163,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
INQHIST::P200-GET-HISTORY,INQHIST,P200-GET-HISTORY,,129,140,0,False,False,False,False,False,False,True,-- Paragraph P200-GET-HISTORY: Core business logic SET curs-request-type. = d
INQHIST::P250-EXIT,INQHIST,P250-EXIT,,174,176,0,False,False,False,False,False,False,True,-- Paragraph P250-EXIT: Core business logic -- [paragraph logic]
INQHIST::P250-FETCH-HISTORY,INQHIST,P250-FETCH-HISTORY,,164,168,0,False,False,False,False,False,False,False,-- Paragraph P250-FETCH-HISTORY: Core business logic SET curs-request-type. = f
INQHIST::P300-EXIT,INQHIST,P300-EXIT,,185,187,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
INQHIST::P300-FORMAT-DISPLAY,INQHIST,P300-FORMAT-DISPLAY,,177,183,0,False,False,False,False,False,False,True,-- Paragraph P300-FORMAT-DISPLAY: Core business logic -- [paragraph logic]
INQHIST::P999-ERROR-ROUTINE,INQHIST,P999-ERROR-ROUTINE,,188,191,0,False,False,False,False,False,False,False,-- Paragraph P999-ERROR-ROUTINE: Error handling SET dfhcommarea. = ws-commarea
INQHIST::P999-EXIT,INQHIST,P999-EXIT,,192,193,0,False,False,False,False,False,False,True,-- Paragraph P999-EXIT: Core business logic -- [paragraph logic]
INQONLN::END-EXEC,INQONLN,END-EXEC,,149,169,3,False,False,False,False,False,False,False,-- Paragraph END-EXEC: Core business logic IF SEC-RESPONSE-CODE = 0 THEN SET sec-request-type = a SET sec-resource-name = inqonln SET sec-access-type = read IF SEC-RESPONSE-CODE = 0 THEN SET sec-request-type = l
INQONLN::P050-EXIT,INQONLN,P050-EXIT,,170,171,0,False,False,False,False,False,False,True,-- Paragraph P050-EXIT: Core business logic -- [paragraph logic]
INQONLN::P050-SECURITY-CHECK,INQONLN,P050-SECURITY-CHECK,,139,143,0,False,False,False,False,False,False,False,-- Paragraph P050-SECURITY-CHECK: Core business logic SET sec-request-type. = v
INQONLN::P100-EXIT,INQONLN,P100-EXIT,,89,91,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
INQONLN::P100-PROCESS-REQUEST,INQONLN,P100-PROCESS-REQUEST,,53,59,0,False,False,False,False,False,False,False,-- Paragraph P100-PROCESS-REQUEST: Main processing logic INITIALIZE ws-commarea.
INQONLN::P200-DISPLAY-MENU,INQONLN,P200-DISPLAY-MENU,,92,96,0,False,False,False,False,False,False,False,-- Paragraph P200-DISPLAY-MENU: Core business logic -- [paragraph logic]
INQONLN::P200-EXIT,INQONLN,P200-EXIT,,98,100,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
INQONLN::P300-EXIT,INQONLN,P300-EXIT,,107,109,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
INQONLN::P300-PORTFOLIO-INQUIRY,INQONLN,P300-PORTFOLIO-INQUIRY,,101,105,0,False,False,False,False,False,False,False,-- Paragraph P300-PORTFOLIO-INQUIRY: Core business logic -- [paragraph logic]
INQONLN::P400-EXIT,INQONLN,P400-EXIT,,116,118,0,False,False,False,False,False,False,True,-- Paragraph P400-EXIT: Core business logic -- [paragraph logic]
INQONLN::P400-HISTORY-INQUIRY,INQONLN,P400-HISTORY-INQUIRY,,110,114,0,False,False,False,False,False,False,False,-- Paragraph P400-HISTORY-INQUIRY: Core business logic -- [paragraph logic]
INQONLN::P900-ERROR-ROUTINE,INQONLN,P900-ERROR-ROUTINE,,119,128,0,False,False,False,False,False,False,False,-- Paragraph P900-ERROR-ROUTINE: Error handling SET err-program. = inqonln SET err-paragraph. = p900-error-routine SET err-cics-resp. = eibresp SET err-cics-resp2. = eibresp2
INQONLN::P900-EXIT,INQONLN,P900-EXIT,,136,138,0,False,False,False,False,False,False,True,-- Paragraph P900-EXIT: Core business logic -- [paragraph logic]
INQPORT::END-EXEC,INQPORT,END-EXEC,,92,92,0,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic -- [paragraph logic]
INQPORT::P100-EXIT,INQPORT,P100-EXIT,,65,67,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
INQPORT::P100-INIT-PROGRAM,INQPORT,P100-INIT-PROGRAM,,57,63,0,False,False,False,False,True,False,False,-- Paragraph P100-INIT-PROGRAM: Initialisation and setup INITIALIZE ws-position-record SET ws-commarea. = dfhcommarea
INQPORT::P200-EXIT,INQPORT,P200-EXIT,,83,85,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
INQPORT::P200-GET-POSITION,INQPORT,P200-GET-POSITION,,68,75,1,False,False,False,False,False,False,True,-- Paragraph P200-GET-POSITION: Core business logic READ next record from file('posfile')
INQPORT::P300-EXIT,INQPORT,P300-EXIT,,93,95,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
INQPORT::P300-FORMAT-DISPLAY,INQPORT,P300-FORMAT-DISPLAY,,86,91,0,False,False,False,False,False,False,True,-- Paragraph P300-FORMAT-DISPLAY: Core business logic -- [paragraph logic]
INQPORT::P900-EXIT,INQPORT,P900-EXIT,,100,102,0,False,False,False,False,False,False,True,-- Paragraph P900-EXIT: Core business logic -- [paragraph logic]
INQPORT::P900-NOT-FOUND,INQPORT,P900-NOT-FOUND,,96,99,0,False,False,False,False,False,False,True,-- Paragraph P900-NOT-FOUND: Core business logic SET dfhcommarea. = ws-commarea
INQPORT::P999-ERROR-ROUTINE,INQPORT,P999-ERROR-ROUTINE,,103,108,0,False,False,False,False,False,False,True,-- Paragraph P999-ERROR-ROUTINE: Error handling SET dfhcommarea. = ws-commarea
INQPORT::P999-EXIT,INQPORT,P999-EXIT,,109,110,0,False,False,False,False,False,False,True,-- Paragraph P999-EXIT: Core business logic -- [paragraph logic]
SECMGR::END-EXEC,SECMGR,END-EXEC,,125,133,2,False,False,False,False,False,False,True,-- Paragraph END-EXEC: Core business logic IF SQLCODE = 0 THEN SET sec-response-code = 0 SET sec-response-code = 12
SECMGR::P100-EXIT,SECMGR,P100-EXIT,,75,77,0,False,False,False,False,False,False,True,-- Paragraph P100-EXIT: Core business logic -- [paragraph logic]
SECMGR::P100-VALIDATE-USER,SECMGR,P100-VALIDATE-USER,,56,59,0,False,False,False,False,True,False,False,-- Paragraph P100-VALIDATE-USER: Validation logic -- [paragraph logic]
SECMGR::P200-CHECK-AUTH,SECMGR,P200-CHECK-AUTH,,78,85,0,False,False,False,False,False,False,True,-- Paragraph P200-CHECK-AUTH: Core business logic -- [paragraph logic]
SECMGR::P200-EXIT,SECMGR,P200-EXIT,,102,104,0,False,False,False,False,False,False,True,-- Paragraph P200-EXIT: Core business logic -- [paragraph logic]
SECMGR::P300-EXIT,SECMGR,P300-EXIT,,134,135,0,False,False,False,False,False,False,True,-- Paragraph P300-EXIT: Core business logic -- [paragraph logic]
SECMGR::P300-LOG-ACCESS,SECMGR,P300-LOG-ACCESS,,105,111,0,False,False,False,False,False,False,True,-- Paragraph P300-LOG-ACCESS: Core business logic -- [paragraph logic]
PORTADD::0000-MAIN,PORTADD,0000-MAIN,,76,85,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-terminate
PORTADD::1000-INITIALIZE,PORTADD,1000-INITIALIZE,,86,103,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF NOT WS-SUCCESS-STATUS OR THEN SET ws-return-code = ws-error CALL 3000-terminate
PORTADD::2000-PROCESS,PORTADD,2000-PROCESS,,104,112,2,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic READ next record from input-file INTO port-record CALL 2100-validate-and-add
PORTADD::2100-VALIDATE-AND-ADD,PORTADD,2100-VALIDATE-AND-ADD,,113,138,10,False,False,False,False,False,False,False,-- Paragraph 2100-VALIDATE-AND-ADD: Validation logic IF PORT-ID EQUAL SPACES OR THEN INCREMENT ws-error-count BY 1 SET port-create-date = ws-current-date SET port-last-maint = ws-current-date WRITE port-record to output EVALUATE (TRUE) INCREMENT ws-add-count BY 1 INCREMENT ws-dup-count BY 1 INCREMEN
PORTADD::3000-TERMINATE,PORTADD,3000-TERMINATE,,139,148,0,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE portfolio-file SET return-code = ws-return-code
PORTDEL::0000-MAIN,PORTDEL,0000-MAIN,,101,110,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-terminate
PORTDEL::1000-INITIALIZE,PORTDEL,1000-INITIALIZE,,111,129,2,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF NOT WS-SUCCESS-STATUS OR THEN SET ws-return-code = ws-error CALL 3000-terminate
PORTDEL::2000-PROCESS,PORTDEL,2000-PROCESS,,130,138,4,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic READ next record from delete-file CALL 2100-process-delete
PORTDEL::2100-PROCESS-DELETE,PORTDEL,2100-PROCESS-DELETE,,139,155,10,False,False,False,False,False,False,False,-- Paragraph 2100-PROCESS-DELETE: Main processing logic SET port-key = del-key READ next record from portfolio-file EVALUATE (TRUE) CALL 2200-delete-record INCREMENT ws-not-fnd-count BY 1 INCREMENT ws-error-count BY 1 READ next record from error
PORTDEL::2200-DELETE-RECORD,PORTDEL,2200-DELETE-RECORD,,156,167,7,False,False,False,False,False,False,False,-- Paragraph 2200-DELETE-RECORD: Core business logic IF WS-SUCCESS-STATUS THEN INCREMENT ws-delete-count BY 1 CALL 2300-write-audit INCREMENT ws-error-count BY 1
PORTDEL::2300-WRITE-AUDIT,PORTDEL,2300-WRITE-AUDIT,,168,183,5,False,False,False,False,False,False,False,-- Paragraph 2300-WRITE-AUDIT: Write output records SET aud-timestamp = ws-timestamp SET aud-action = delete SET aud-key = port-key SET aud-reason = del-reason-code SET aud-status = port-status WRITE audit-record to output IF NOT WS-AUD-SUCCESS THEN WRITE failed to output
PORTDEL::3000-TERMINATE,PORTDEL,3000-TERMINATE,,184,194,2,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE portfolio-file SET return-code = ws-return-code
PORTMSTR::0000-MAIN,PORTMSTR,0000-MAIN,,83,102,10,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize EVALUATE (TRUE) CALL 2000-create-portfolio CALL 3000-read-portfolio CALL 4000-update-portfolio CALL 5000-delete-portfolio CALL 9000-error CALL 6000-terminate
PORTMSTR::1000-INITIALIZE,PORTMSTR,1000-INITIALIZE,,103,114,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF NOT PORT-SUCCESS THEN CALL 9000-error
PORTMSTR::2000-CREATE-PORTFOLIO,PORTMSTR,2000-CREATE-PORTFOLIO,,115,137,4,False,False,False,False,False,False,False,-- Paragraph 2000-CREATE-PORTFOLIO: Core business logic SET portfolio-record = ls-portfolio CALL 2100-validate-portfolio IF WS-RETURN-CODE NOT = WS-SUCCESS THEN CALL 9000-error WRITE portfolio-record to output IF PORT-DUP-KEY THEN CALL 9000-error IF NOT PORT-SUCCESS THEN CALL 9000-error
PORTMSTR::2100-HANDLE-VSAM-ERROR,PORTMSTR,2100-HANDLE-VSAM-ERROR,,243,267,8,False,False,False,False,False,False,True,-- Paragraph 2100-HANDLE-VSAM-ERROR: Error handling SET ls-program-id = portmstr SET ls-category = err-cat-vsam SET ls-error-code = ws-file-status EVALUATE (WS-FILE-STATUS) SET ls-severity = err-warning SET ls-error-text = err-vsam-22 SET ls-severity = err-warning SET ls-error-text = err-vsam-23 SET
PORTMSTR::2100-LOG-PORTFOLIO-UPDATE,PORTMSTR,2100-LOG-PORTFOLIO-UPDATE,,268,288,1,False,False,False,False,False,False,False,-- Paragraph 2100-LOG-PORTFOLIO-UPDATE: Core business logic SET ls-system-id = portfolio SET ls-user-id = userid SET ls-program = portmstr SET ls-terminal = terminal-id SET ls-type = tran SET ls-status = succ SET ls-port-id = port-id SET ls-acct-no = port-account-no SET ls-before-image = ws-before-i
PORTMSTR::2100-VALIDATE-PORTFOLIO,PORTMSTR,2100-VALIDATE-PORTFOLIO,,138,162,3,False,False,False,False,False,False,False,-- Paragraph 2100-VALIDATE-PORTFOLIO: Validation logic IF PORT-ID(1:4) NOT = 'PORT' THEN SET ws-return-code = ws-error IF PORT-NAME = SPACES THEN SET ws-return-code = ws-error SET ws-valid-status = port-status IF NOT VALID-STATUS THEN SET ws-return-code = ws-error
PORTMSTR::3000-READ-PORTFOLIO,PORTMSTR,3000-READ-PORTFOLIO,,163,182,10,False,False,False,False,False,False,False,-- Paragraph 3000-READ-PORTFOLIO: Read input records SET portfolio-record = ls-portfolio READ next record from portfolio-file EVALUATE (TRUE) SET ls-portfolio = portfolio-record CALL 9000-error CALL 9000-error
PORTMSTR::4000-UPDATE-PORTFOLIO,PORTMSTR,4000-UPDATE-PORTFOLIO,,183,208,4,False,False,False,False,False,False,False,-- Paragraph 4000-UPDATE-PORTFOLIO: Core business logic SET portfolio-record = ls-portfolio CALL 2100-validate-portfolio IF WS-RETURN-CODE NOT = WS-SUCCESS THEN CALL 9000-error WRITE portfolio-record to output IF PORT-NOT-FOUND THEN CALL 9000-error IF NOT PORT-SUCCESS THEN CALL 9000-error CALL 2100-
PORTMSTR::5000-DELETE-PORTFOLIO,PORTMSTR,5000-DELETE-PORTFOLIO,,209,227,5,False,False,False,False,False,False,False,-- Paragraph 5000-DELETE-PORTFOLIO: Core business logic SET portfolio-record = ls-portfolio IF PORT-NOT-FOUND THEN CALL 9000-error IF NOT PORT-SUCCESS THEN CALL 9000-error
PORTMSTR::6000-TERMINATE,PORTMSTR,6000-TERMINATE,,228,233,0,False,False,False,False,False,False,False,-- Paragraph 6000-TERMINATE: Core business logic CLOSE portfolio-file SET ls-return-code = ws-return-code
PORTMSTR::9000-ERROR,PORTMSTR,9000-ERROR,,234,242,0,False,False,False,False,False,True,False,-- Paragraph 9000-ERROR: Error handling SET ws-return-code = ws-error CALL 6000-terminate RETURN to caller
PORTREAD::0000-MAIN,PORTREAD,0000-MAIN,,64,73,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-terminate
PORTREAD::1000-INITIALIZE,PORTREAD,1000-INITIALIZE,,74,84,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF NOT WS-SUCCESS-STATUS THEN SET ws-return-code = ws-error CALL 3000-terminate
PORTREAD::2000-PROCESS,PORTREAD,2000-PROCESS,,85,94,2,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic READ next record from portfolio-file INCREMENT ws-record-count BY 1 CALL 2100-display-record
PORTREAD::2100-DISPLAY-RECORD,PORTREAD,2100-DISPLAY-RECORD,,95,104,0,False,False,False,False,False,False,False,-- Paragraph 2100-DISPLAY-RECORD: Core business logic -- [paragraph logic]
PORTREAD::3000-TERMINATE,PORTREAD,3000-TERMINATE,,105,111,1,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE portfolio-file SET return-code = ws-return-code
PORTTEST::0000-MAIN,PORTTEST,0000-MAIN,,46,53,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-generate-records CALL 3000-terminate RETURN to caller
PORTTEST::1000-INITIALIZE,PORTTEST,1000-INITIALIZE,,54,64,1,False,False,False,False,False,True,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF WS-FILE-STATUS NOT = '00' THEN CALL 3000-terminate RETURN to caller
PORTTEST::2000-GENERATE-RECORDS,PORTTEST,2000-GENERATE-RECORDS,,65,81,3,False,False,False,False,False,False,False,-- Paragraph 2000-GENERATE-RECORDS: Core business logic CALL 2100-generate-key CALL 2200-generate-client-info CALL 2300-generate-portfolio-info CALL 2400-generate-financial-info WRITE port-record to output IF WS-FILE-STATUS = '00' THEN INCREMENT ws-record-count BY 1
PORTTEST::2100-GENERATE-KEY,PORTTEST,2100-GENERATE-KEY,,82,90,0,False,False,False,False,False,False,False,-- Paragraph 2100-GENERATE-KEY: Core business logic COMPUTE PORT-ACCOUNT-NO = WS-RECORD-COUNT + 1000000000
PORTTEST::2200-GENERATE-CLIENT-INFO,PORTTEST,2200-GENERATE-CLIENT-INFO,,91,98,0,False,False,False,False,False,False,False,-- Paragraph 2200-GENERATE-CLIENT-INFO: Core business logic SET port-client-type = ws-client-types(ws-type-sub:1)
PORTTEST::2300-GENERATE-PORTFOLIO-INFO,PORTTEST,2300-GENERATE-PORTFOLIO-INFO,,99,106,0,False,False,False,False,False,False,False,-- Paragraph 2300-GENERATE-PORTFOLIO-INFO: Core business logic SET port-create-date = ws-current-date SET port-last-maint = ws-current-date COMPUTE WS-STATUS-SUB = FUNCTION RANDOM * 3 + 1 SET port-status = ws-status-types(ws-status-sub:1)
PORTTEST::2400-GENERATE-FINANCIAL-INFO,PORTTEST,2400-GENERATE-FINANCIAL-INFO,,107,114,0,False,False,False,False,False,False,False,-- Paragraph 2400-GENERATE-FINANCIAL-INFO: Core business logic COMPUTE PORT-TOTAL-VALUE = COMPUTE PORT-CASH-BALANCE =
PORTTEST::3000-TERMINATE,PORTTEST,3000-TERMINATE,,115,119,0,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE test-file
PORTTRAN::0000-MAIN,PORTTRAN,0000-MAIN,,60,73,1,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize IF WS-TRAN-STATUS = '00' THEN CALL 2000-process-transactions CALL 3000-terminate RETURN to caller
PORTTRAN::1000-INITIALIZE,PORTTRAN,1000-INITIALIZE,,74,91,2,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF WS-TRAN-STATUS NOT = '00' THEN CALL 9000-error-routine IF WS-PORT-STATUS NOT = '00' THEN CALL 9000-error-routine
PORTTRAN::2000-PROCESS-TRANSACTIONS,PORTTRAN,2000-PROCESS-TRANSACTIONS,,92,101,3,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS-TRANSACTIONS: Main processing logic READ next record from transaction-file INCREMENT ws-read-count BY 1 CALL 2100-validate-transaction
PORTTRAN::2100-VALIDATE-TRANSACTION,PORTTRAN,2100-VALIDATE-TRANSACTION,,102,119,4,False,False,False,False,False,False,False,-- Paragraph 2100-VALIDATE-TRANSACTION: Validation logic INITIALIZE err-text (special value) CALL 2110-check-portfolio IF ERR-TEXT = SPACES THEN CALL 2120-check-transaction-type IF ERR-TEXT = SPACES THEN CALL 2130-check-amounts IF ERR-TEXT = SPACES THEN INCREMENT ws-process-count BY 1 CALL 9000-erro
PORTTRAN::2110-CHECK-PORTFOLIO,PORTTRAN,2110-CHECK-PORTFOLIO,,120,135,3,False,False,False,False,False,False,False,-- Paragraph 2110-CHECK-PORTFOLIO: Core business logic IF TRN-PORTFOLIO-ID = SPACES THEN SET port-id = trn-portfolio-id READ next record from portfolio-file
PORTTRAN::2120-CHECK-TRANSACTION-TYPE,PORTTRAN,2120-CHECK-TRANSACTION-TYPE,,136,150,9,False,False,False,False,False,False,False,-- Paragraph 2120-CHECK-TRANSACTION-TYPE: Core business logic EVALUATE (TRN-TYPE)
PORTTRAN::2130-CHECK-AMOUNTS,PORTTRAN,2130-CHECK-AMOUNTS,,151,166,3,False,False,False,False,False,False,False,-- Paragraph 2130-CHECK-AMOUNTS: Core business logic IF TRN-QUANTITY <= ZERO THEN IF TRN-PRICE <= ZERO AND TRN-TYPE NOT = 'TR' THEN IF TRN-AMOUNT <= ZERO AND TRN-TYPE NOT = 'TR' THEN
PORTTRAN::2200-UPDATE-POSITIONS,PORTTRAN,2200-UPDATE-POSITIONS,,167,181,8,False,False,False,False,False,False,True,-- Paragraph 2200-UPDATE-POSITIONS: Core business logic EVALUATE (TRN-TYPE) CALL 2210-process-buy CALL 2220-process-sell CALL 2230-process-transfer CALL 2240-process-fee CALL 2300-update-audit-trail
PORTTRAN::2210-PROCESS-BUY,PORTTRAN,2210-PROCESS-BUY,,182,200,4,False,False,False,False,False,False,False,-- Paragraph 2210-PROCESS-BUY: Main processing logic SET port-id = trn-portfolio-id READ next record from portfolio-file CALL 9000-error-routine INCREMENT port-total-units BY trn-quantity INCREMENT port-total-cost BY trn-amount WRITE portfolio-record to output CALL 9000-error-routine
PORTTRAN::2220-PROCESS-SELL,PORTTRAN,2220-PROCESS-SELL,,201,225,5,False,False,False,False,False,False,False,-- Paragraph 2220-PROCESS-SELL: Main processing logic SET port-id = trn-portfolio-id READ next record from portfolio-file CALL 9000-error-routine IF PORT-TOTAL-UNITS < TRN-QUANTITY THEN CALL 9000-error-routine DECREMENT port-total-units BY trn-quantity DECREMENT port-total-cost BY trn-amount WRITE p
PORTTRAN::2230-PROCESS-TRANSFER,PORTTRAN,2230-PROCESS-TRANSFER,,226,230,0,False,False,False,False,False,False,False,-- Paragraph 2230-PROCESS-TRANSFER: Main processing logic CALL 9000-error-routine
PORTTRAN::2240-PROCESS-FEE,PORTTRAN,2240-PROCESS-FEE,,231,248,4,False,False,False,False,False,False,False,-- Paragraph 2240-PROCESS-FEE: Main processing logic SET port-id = trn-portfolio-id READ next record from portfolio-file CALL 9000-error-routine DECREMENT port-total-cost BY trn-amount WRITE portfolio-record to output CALL 9000-error-routine
PORTTRAN::2300-UPDATE-AUDIT-TRAIL,PORTTRAN,2300-UPDATE-AUDIT-TRAIL,,249,291,10,False,False,False,False,False,False,False,-- Paragraph 2300-UPDATE-AUDIT-TRAIL: Core business logic SET aud-program = porttran SET aud-type = tran EVALUATE (TRN-TYPE) IF WS-PORT-STATUS = '00' THEN SET aud-status = succ SET aud-status = fail SET aud-portfolio-id = trn-portfolio-id SET aud-account-no = port-account-no SET aud-before-image = p
PORTTRAN::2310-WRITE-AUDIT-RECORD,PORTTRAN,2310-WRITE-AUDIT-RECORD,,292,301,4,False,False,False,False,False,False,False,-- Paragraph 2310-WRITE-AUDIT-RECORD: Write output records CALL AUDPROC IF RETURN-CODE NOT = ZERO THEN CALL 9000-error-routine
PORTTRAN::3000-TERMINATE,PORTTRAN,3000-TERMINATE,,302,310,2,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE transaction-file
PORTTRAN::9000-ERROR-ROUTINE,PORTTRAN,9000-ERROR-ROUTINE,,311,317,1,False,False,False,False,False,False,False,-- Paragraph 9000-ERROR-ROUTINE: Error handling INCREMENT ws-error-count BY 1 SET err-category = err-cat-proc SET err-program = porttran CALL ERRPROC
PORTUPDT::0000-MAIN,PORTUPDT,0000-MAIN,,83,92,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-terminate
PORTUPDT::1000-INITIALIZE,PORTUPDT,1000-INITIALIZE,,93,108,1,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup IF NOT WS-SUCCESS-STATUS OR THEN SET ws-return-code = ws-error CALL 3000-terminate
PORTUPDT::2000-PROCESS,PORTUPDT,2000-PROCESS,,109,117,2,False,False,False,False,False,False,False,-- Paragraph 2000-PROCESS: Main processing logic READ next record from update-file CALL 2100-process-update
PORTUPDT::2100-PROCESS-UPDATE,PORTUPDT,2100-PROCESS-UPDATE,,118,130,3,False,False,False,False,False,False,False,-- Paragraph 2100-PROCESS-UPDATE: Main processing logic SET port-key = updt-key READ next record from portfolio-file IF WS-SUCCESS-STATUS THEN CALL 2200-apply-update INCREMENT ws-error-count BY 1
PORTUPDT::2200-APPLY-UPDATE,PORTUPDT,2200-APPLY-UPDATE,,131,151,10,False,False,False,False,False,False,False,-- Paragraph 2200-APPLY-UPDATE: Core business logic EVALUATE (TRUE) SET port-status = updt-new-value SET port-client-name = updt-new-value SET ws-numeric-work = updt-new-value SET port-total-value = ws-numeric-work WRITE port-record to output IF WS-SUCCESS-STATUS THEN INCREMENT ws-update-count BY 1 
PORTUPDT::3000-TERMINATE,PORTUPDT,3000-TERMINATE,,152,160,0,False,False,False,False,False,False,False,-- Paragraph 3000-TERMINATE: Core business logic CLOSE portfolio-file SET return-code = ws-return-code
PORTVALD::0000-MAIN,PORTVALD,0000-MAIN,,32,51,9,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic EVALUATE (TRUE) CALL 1000-validate-id CALL 2000-validate-account CALL 3000-validate-type CALL 4000-validate-amount SET ls-return-code = val-invalid-id RETURN to caller
PORTVALD::1000-VALIDATE-ID,PORTVALD,1000-VALIDATE-ID,,52,72,2,False,False,False,False,False,False,False,-- Paragraph 1000-VALIDATE-ID: Validation logic IF LS-INPUT-VALUE(1:4) NOT = VAL-ID-PREFIX THEN SET ls-return-code = val-invalid-id SET ls-error-msg = val-err-id SET val-numeric-check = ls-input-value(5:4) IF VAL-NUMERIC-CHECK IS NOT NUMERIC THEN SET ls-return-code = val-invalid-id SET ls-error-msg 
PORTVALD::2000-VALIDATE-ACCOUNT,PORTVALD,2000-VALIDATE-ACCOUNT,,73,87,1,False,False,False,False,False,False,False,-- Paragraph 2000-VALIDATE-ACCOUNT: Validation logic IF LS-INPUT-VALUE IS NOT NUMERIC THEN SET ls-return-code = val-invalid-acct SET ls-error-msg = val-err-acct SET ls-return-code = val-success INITIALIZE ls-error-msg (special value)
PORTVALD::3000-VALIDATE-TYPE,PORTVALD,3000-VALIDATE-TYPE,,88,104,1,False,False,False,False,False,False,False,-- Paragraph 3000-VALIDATE-TYPE: Validation logic IF LS-INPUT-VALUE NOT = 'STK' THEN SET ls-return-code = val-invalid-type SET ls-error-msg = val-err-type SET ls-return-code = val-success INITIALIZE ls-error-msg (special value)
PORTVALD::4000-VALIDATE-AMOUNT,PORTVALD,4000-VALIDATE-AMOUNT,,105,120,1,False,False,False,False,False,False,False,-- Paragraph 4000-VALIDATE-AMOUNT: Validation logic SET val-temp-num = ls-input-value IF VAL-TEMP-NUM < VAL-MIN-AMOUNT THEN SET ls-return-code = val-invalid-amt SET ls-error-msg = val-err-amt SET ls-return-code = val-success INITIALIZE ls-error-msg (special value)
TSTGEN00::0000-MAIN,TSTGEN00,0000-MAIN,,109,114,0,False,False,False,False,True,True,False,-- Paragraph 0000-MAIN: Core business logic CALL 1000-initialize CALL 2000-process CALL 3000-cleanup
TSTGEN00::1000-INITIALIZE,TSTGEN00,1000-INITIALIZE,,115,119,0,False,False,False,False,False,False,False,-- Paragraph 1000-INITIALIZE: Initialisation and setup CALL 1100-open-files CALL 1200-init-random CALL 1300-init-counters
